Serial,Song,Artist
2054,Be Honest (feat. Burna Boy),Jorja Smith
2055,Secret (feat. Jeremih & Serani),Burna Boy
2056,Blow My Mind,DaVido
2057,I Like (feat. WizKid),Kojo Funds
2058,Go Outside,Nonso Amadi
2059,Go Dance (feat. Busy Signal),Afro B
2060,Zodi (feat. Mr Eazi),Jidenna
2061,Collateral Damage,Burna Boy
2062,Queen Tings - Santi Remix,Masego
2063,Different,DarkoVibes
2064,Beauty from Africa,Tito Da Fire
2065,Sammy Sosa,Frya
2066,Killin Dem (feat. Zlatan),Burna Boy
2067,Conversation (feat. Kojo Funds),Sabina Ddumba
2068,Say U Will,K.O
2069,Dumebi,Rema
2070,out of patience,chigratt
2071,Jealous,Fireboy DML
2072,Murcielago (feat. Mizzle),Young Paris
2073,JA ARA E,Burna Boy
2074,RX-64 (The Jungle),Santi
2075,Better Days,Odunsi (The Engine)
2076,Gum Body (feat. Jorja Smith),Burna Boy
2077,Ngizeng'Fike,Lelo Kamau
2078,Try Me,Tems
2079,Corny,Rema
2080,BROWN SKIN GIRL,Blue Ivy
2081,Before You Wake Up,Adekunle Gold
2082,Anybody,Burna Boy
2083,Majesty,DJ Tunez
2084,Corner,Lady Donli
2085,Angelina,Juls
2086,Dis Love,DJ Spinall
2087,Shanti,ShiShi
2088,Jollof Rice (with EARTHGANG),Bas
2089,Benjamin,Akon
2090,Unusual,Crayon
2091,Pull Up,Burna Boy
2092,COMO UN BEBÉ,J Balvin
2093,Love Drunk,Ami Faku
2094,Sufi Woman,Jidenna
2095,Flashy,Maleek Berry
2096,Vintage Flow,Sarkodie
2097,Amantombazane,DJ Maphorisa
2098,Causing Trouble,DJ Tunez
2099,No Ties,Tshego
2100,Slow Down,Juls
2101,DON'T JEALOUS ME,Tekno
2102,MY POWER,Nija
2103,Simmer (feat. Burna Boy),Mahalia
2104,Body,L.A.X
2105,KEYS TO THE KINGDOM,Tiwa Savage
2106,Cake,Juls
2107,Nkan Be,Lil Kesh
2108,Ung'dunure,Babes Wodumo
2109,iLula,Thabsie
2110,Paulina,Gerrvd
2111,Sexy Lady,Batundi
2112,Show Me Mercy,IYKZ
2113,Good Times,Kagwe Mungai
2114,Comfortable,Nonso Amadi
2115,Emotions,Runtown
2116,Totori,Olamide
2117,Ego,Sarz
2118,Love Riddim,Rotimi
2119,Eda,Michael Brun
2120,Ofege,Mystro
2121,TRUE,Mayorkun
2122,Am I a Yahoo Boy,Naira Marley
2123,Lenge Lenge,Patoranking
2124,Without You,Omawumi
2125,Gentility,melvitto
2126,Mind Your Business,Simi
2127,Kelegbe Megbe (Know your level),Adekunle Gold
2128,Hard Way,Young Paris
2129,What If I Say,Fireboy DML
2130,Move Body - Remix,Silvastone
2131,Ello Baby,Tiwa Savage
2132,Liar,Tolani
2133,Decisions,Rotimi
2134,LoLo,Eugy
2135,Mo Cover Eh,D'banj
2136,Power Rangers,Teni
2137,Open Fire (feat. Busiswa),Patoranking
2138,Dey Go Hear Wehh,prettyboydo
2139,Up Tempo,Tekno
2140,FotiFoyin,Rexxie
2141,Jaiye (Time of Our Lives),LADIPOE
2142,Kill My Spirit,Kwesi Arthur
2143,Issokay,Mut4y
2144,Commando,King Promise
2145,Yarinya,Solidstar
2146,"Just in Case (feat. Swizz Beatz, Rick Ross & DMX)",Godfather of Harlem
2147,Overtime,Big Sean
2148,That's Life (feat. Mac Miller & Sia),88-Keys
2149,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),Dreamville
2150,Prove It (feat. J. Cole),Big K.R.I.T.
2151,Nightmares Are Real (feat. Pusha T),YBN Cordae
2152,18 Wheeler (feat. Pusha T),Benny The Butcher
2153,5 Year Plan,Chance the Rapper
2154,Omertà,Drake
2155,God Is Love [Feat. Leon Bridges & Jonathan McReynolds],Common
2156,Tropical Storm Lenny (feat. Action Bronson),The Alchemist
2157,Eyes Closed,Curren$y
2158,Worth the Weight (feat. Seun Kuti),Jidenna
2159,Black Magic (Make It Better),Little Brother
2160,Screens,Joell Ortiz
2161,Bad Idea (feat. Chance the Rapper),YBN Cordae
2162,Prada Process (feat. 6LACK),Guapdad 4000
2163,Show Me That You Love [Feat. Jill Scott & Samora Pinderhughes],Common
2164,The Other Half (feat. St. Beauty & Mereba),Jidenna
2165,We Go High,Chance the Rapper
2166,Gang Shit,Marlon Craft
2167,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville
2168,Isis,Joyner Lucas
2169,Sociopath (feat. Kash Doll),Pusha T
2170,Crowns for Kings (Feat. Black Thought),Benny The Butcher
2171,Everything,Little Brother
2172,Devil's Work,Joyner Lucas
2173,Nina,Rapsody
2174,Thanksgiving,YBN Cordae
2175,If U Say (feat. BJ The Chicago Kid),Black Milk
2176,Palmolive (feat. Pusha T & Killer Mike),Freddie Gibbs
2177,Grey Clouds & Raindrops,Rexx Life Raj
2178,Houdini,Pivot Gang
2179,Crime Pays,Freddie Gibbs
2180,Right Now,Marlon Craft
2181,Sleep Deprived (with Lute & Omen feat. Mez & DaVionne),Dreamville
2182,Cleo,Rapsody
2183,Education (feat. Yasiin Bey & Black Thought),Freddie Gibbs
2184,BOY BYE,BROCKHAMPTON
2185,Caught Her Lookin,Curren$y
2186,Broke and Stupid,Joyner Lucas
2187,K.R.I.T. HERE,Big K.R.I.T.
2188,HER Love [Feat. Daniel Caesar with special guest Dwele],Common
2189,Ibtihaj,Rapsody
2190,Lucid,Ajani Jones
2191,"Your Side, My Side (feat. Wale)",Lightshow
2192,Solar Return,Kota the Friend
2193,West Side,The Game
2194,Run Game,Lupe Fiasco
2195,Cokewhite (feat. Pusha T),GoldLink
2196,Toast,Koffee
2197,"Holy Mountain (feat. Buju Banton, Sizzla, Mavado & 070 Shake)",DJ Khaled
2198,Pine & Ginger (Remix) [feat. Popcaan & Kranium],Amindi
2199,Bounce It (feat. Stonebwoy),Collie Buddz
2200,Blessed (with Tyga),Shenseea
2201,Rapture (feat. Govana) - Remix,Koffee
2202,Boasty (feat. Idris Elba),Wiley
2203,Best/Blessed,Popcaan
2204,Shape Nice,Afro B
2205,Bank (feat. B Young & Russ),Collie Buddz
2206,Inside,HoodCelebrityy
2207,Simmer (feat. Burna Boy),Mahalia
2208,Really Need You,Gyptian
2209,Life,Christopher Martin
2210,Level Up,Popcaan
2211,Call Me,Walshy Fire
2212,LowKey (feat. Jayd Ink) - Charly Black Remix,Full Crate
2213,Deh Yah,Gyptian
2214,Steppa,Buju Banton
2215,Banana,Jada Kingdom
2216,Not Another Word (feat. Agent Sasco),Protoje
2217,Too Long,Sizzla
2218,I Don't Care (with Justin Bieber) - Chronixx & Koffee Remix,Ed Sheeran
2219,Push Button Start (feat. Vanessa Bling),Rotimi
2220,Say the Word,David Meli
2221,Where I'm Coming From,Lila Iké
2222,Diamond Body,Mavado
2223,Oh Oh Oh (Lucie) - Popcaan Remix,Runtown
2224,Peace of Mind,Sean Kingston
2225,Big Life,Chronic Law
2226,Just The Style (feat. Alkaline),Kranium
2227,Shot & Wine,Sean Paul
2228,Nuh Failure (Ghetto Youths),Mavado
2229,Bagga Mouth,Buju Banton
2230,Got To Tell You,Busy Signal
2231,Pretty Face,Jah Cure
2232,Explosions,Ricky Blaze
2233,So Me Move,Kranium
2234,Nah Mad (Ova Nuh Gyal),Munga Honorable
2235,Reach Home Safe,Damian Marley
2236,SICKO MODE,Travis Scott
2237,Better Now,Post Malone
2238,Nonstop,Drake
2239,Drip Too Hard,Lil Baby
2240,Taste (feat. Offset),Tyga
2241,Lucid Dreams,Juice WRLD
2242,No Brainer,DJ Khaled
2243,Money,Cardi B
2244,No Stylist,French Montana
2245,ZEZE (feat. Travis Scott & Offset),Kodak Black
2246,Dip (feat. Nicki Minaj),Tyga
2247,Mo Bamba,Sheck Wes
2248,whoa (mind in awe),XXXTENTACION
2249,MIA (feat. Drake),Bad Bunny
2250,Ric Flair Drip (& Metro Boomin),Offset
2251,SWISH,Tyga
2252,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine
2253,goosebumps,Travis Scott
2254,Love Lies (with Normani),Khalid
2255,In My Feelings,Drake
2256,Hard Work Pays Off,Future
2257,SAD!,XXXTENTACION
2258,I Like It,Cardi B
2259,1942,G-Eazy
2260,Yes Indeed,Lil Baby
2261,Armed And Dangerous,Juice WRLD
2262,London,AJ x Deno
2263,53 Sundays,Ebenezer
2264,You Can Cry,Marshmello
2265,God's Plan,Drake
2266,Grinding All My Life,Nipsey Hussle
2267,Barking,Ramz
2268,Trip,Ella Mai
2269,Best Life,Hardy Caprio
2270,Nice For What,Drake
2271,Unforgettable,French Montana
2272,BAD!,XXXTENTACION
2273,Hold You Down,Ramz
2274,Plain Jane,A$AP Ferg
2275,Look Alive (feat. Drake),BlocBoy JB
2276,Man Down (feat. AlunaGeorge),Shakka
2277,rockstar,Post Malone
2278,No Limit,G-Eazy
2279,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",Meek Mill
2280,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby
2281,Die Young,Roddy Ricch
2282,Funky Friday,Dave
2283,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky
2284,Dippin' From The Cops,Aystar
2285,Walk It Talk It,Migos
2286,Big Rocks (Offset feat. Young Thug),Quality Control
2287,Hot (feat. Gunna),Young Thug
2288,Baby,Quality Control
2289,Water on Water on Water,Young Dolph
2290,Pose (feat. Lil Uzi Vert),Yo Gotti
2291,100 Shooters (feat. Meek Mill),Future
2292,The London (feat. J. Cole & Travis Scott),Young Thug
2293,Gold Roses (feat. Drake),Rick Ross
2294,Bad Bad Bad (feat. Lil Baby),Young Thug
2295,No Cap (feat. Rich The Kid),83 Babies
2296,Poor or Rich,Doe Boy
2297,Shotta Flow 3,NLE Choppa
2298,"Pink Toes (Offset, DaBaby feat. Gunna)",Quality Control
2299,Baby Birkin,Gunna
2300,Action (feat. Lil Gotit),Yung Mal
2301,Out The Mud,Lil Baby
2302,HBS,Lil Keed
2303,Dior (feat. Gunna),Moneybagg Yo
2304,Slidin,Trae Tha Truth
2305,Facts,Kevin Gates
2306,Shut Up And Listen (feat. Lil Duke),Karlae
2307,War (feat. Gunna),Yung Mal
2308,Sunset (with J. Cole feat. Young Nudy),Dreamville
2309,Hit,Kenny Mason
2310,Intro,Quality Control
2311,Suge,DaBaby
2312,100 Racks (Offset feat. Playboi Carti),Quality Control
2313,'06 (feat. Rick Ross),Jeezy
2314,Pop My Shit,Lil Gotit
2315,Ride Dat,Birdman
2316,By Your Side,Erick Lottary
2317,Freestyle,Yungeen Ace
2318,Frosted Flakes,Quality Control
2319,MLK BLVD (feat. Meek Mill),Jeezy
2320,FORREAL,K$upreme
2321,Watch Out,Blaatina
2322,Oprah,Rapsody
2323,We Gon Make It (feat. Meek Mill),YBN Cordae
2324,223's (feat. 9lokknine),YNW Melly
2325,Old Streets,2kbabysage
2326,Babouche (feat. GoldLink),Jidenna
2327,Ashley (feat. DaBaby),Stunna 4 Vegas
2328,Spazzing Out,Key Glock
2329,Go Up (feat. Roddy Ricch),Rich The Kid
2330,Move (feat. Young Thug),Skippa Da Flippa
2331,Nobody's Favorite (feat. Gunplay),Rick Ross
2332,All Night (feat. Gunna),Jeezy
2333,Choppas on Choppas (feat. NLE Choppa),Action Pack
2334,Ape Mode (feat. T.I.),Da Great Ape
2335,Sup Mate (feat. Future),Young Thug
2336,Eyes Closed,Curren$y
2337,Everything Cheese,Young Dro
2338,Keep it 100,Young Nudy
2339,Undefeated (feat. Lil Keed),Future
2340,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa
2341,Court Tomorrow,Blac Youngsta
2342,The Relays (feat. Travis Scott),Maxo Kream
2343,Oh Ok,Lil Gotit
2344,Double Trouble (Quavo feat. Meek Mill),Quality Control
2345,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville
2346,Grab A… (Duke Deuce feat. Tay Keith),Quality Control
2347,Hold Up (feat. Takeoff),Ugly God
2348,Serena,Rapsody
2349,Push It,Kevin Gates
2350,"How You Feel? (Freestyle) (feat. Lil Yachty, Danny Towers & Ski Mask The Slump God)",DJ Scheme
2351,Please Tell Me,Future
2352,No LOL'z,LPB Poody
2353,Back to Back,Young Dolph
2354,Mister (feat. 21 Savage),Young Nudy
2355,Savage,Famous Ocean & KungFu
2356,Gang,YNW Melly
2357,Tattoo (feat. Too $hort),Yella Beezy
2358,It's Up Freestyle,Lil Keed
2359,I'm Gone (feat. Young Dolph),YFN Lucci
2360,Fresh,Yung Mal
2361,Stripper Bowl,Migos
2362,Cash App (feat. Key Glock),Doe Boy
2363,Act a Fool,Rick Ross
2364,Hotboy,SKYXXX
2365,I Made (feat. Yella Beezy),Big K.R.I.T.
2366,Soakin Wet,Marlo
2367,Wet Like A Boat (feat. Lil Keed & Lil Yachty),Lil Duke
2368,CheezNDope (feat. Young Dolph & Key Glock),Project Pat
2369,Answers,Cedar
2370,Interstate 10 (feat. Future),Mustard
2371,Walk Down,Doe Boy
2372,Freaky Dancer (feat. DaBaby),YK Osiris
2373,Backend (feat. Trouble),YFN Lucci
2374,Slow Down (feat. Young Dolph),K CAMP
2375,Cash on Me,Rich Homie Quan
2376,Which One You Workin,Vl Deck
2377,Hooray,BlocBoy JB
2378,FREEDDAWG,Guido Dos Santos
2379,No Patience (feat. Polo G & NoCap),CashMoneyAp
2380,SPEEDBOAT,Denzel Curry
2381,Bandz,Skippa Da Flippa
2382,Ghetto Angels,NoCap
2383,Backwards (feat. Meek Mill),Gucci Mane
2384,Da Real HoodBabies (feat. Lil Baby) - Remix,Lil Gotit
2385,Pull Up (feat. Lil Uzi Vert & YNW Melly),Lil Keed
2386,Babushka Boi,A$AP Rocky
2387,LANESWITCH,Lil Tjay
2388,That's a Rack,Lil Uzi Vert
2389,BGM,Wale
2390,Never Lie (feat. Moneybagg Yo),Wiz Khalifa
2391,Shots,Lil Tecca
2392,Going Off,Lil Skies
2393,Broke As Fuck,YBN Cordae
2394,Sociopath (feat. Kash Doll),Pusha T
2395,F.N,Lil Tjay
2396,BIG,Young M.A
2397,Alone (feat. A Boogie Wit da Hoodie),Trap Manny
2398,Distractions,Shordie Shordie
2399,New Chanel,G4 Boyz
2400,Jet Lag,A$AP Ferg
2401,10 Bands,Joyner Lucas
2402,LV Smoke,Ryan Trey
2403,Lil Ghetto Kid,Shy Glizzy
2404,Bossanova,Lil Tecca
2405,Zoo (feat. Tee Grizzley),Fetty Wap
2406,Waikiki Flow,Shy Glizzy
2407,Put You On (feat. A Boogie Wit da Hoodie),PnB Rock
2408,Harlem,TJ Porter
2409,Love And Loyalty (feat. Manolo Rose),Maino
2410,Monica Lewinsky (feat. A Boogie wit da Hoodie),SAINt JHN
2411,Anything Can Happen (feat. Meek Mill),SAINt JHN
2412,24,IDK
2413,RR,Cousin Stizz
2414,Gang Shit,Marlon Craft
2415,Everyday (feat. Gunna),Dave East
2416,All Talk,3ohBlack
2417,So Brooklyn,Casanova
2418,Welcome To The Party (feat. Nicki MInaj) - Remix,Pop Smoke
2419,Peach (feat. City Girls),Pardison Fontaine
2420,Molly Girl,Lil Tecca
2421,Shea Butter,Pardison Fontaine
2422,Jollof Rice (with EARTHGANG),Bas
2423,18 Wheeler (feat. Pusha T),Benny The Butcher
2424,So Cold (feat. A Boogie Wit da Hoodie),Max B
2425,Fried Rice (feat. JID),Bas
2426,DIZZY,KAS
2427,Maniac,GoldLink
2428,I Like Girls (feat. Lil Skies),PnB Rock
2429,Devil's Work,Joyner Lucas
2430,STP,Cousin Stizz
2431,Mama/Show Love (feat. YBN Cordae),Logic
2432,Deez Streetz (feat. Lil Durk),PnB Rock
2433,If I Tell You,Flipp Dinero
2434,Ganked,Mmbvelli
2435,"Coast/Clear (feat. Joey Bada$$, Flatbush Zombies, Kirk Knight, Nyck Caution & Issa Gold)",Beast Coast
2436,Song 32,Noname
2437,Only Child,Tierra Whack
2438,Targets & Digits,Wilma Vritra
2439,Peach,Kevin Abstract
2440,Compound,Trellion
2441,2012,Joey Purp
2442,BOY BYE,BROCKHAMPTON
2443,Ice Water,Loyle Carner
2444,Gorgeous,slowthai
2445,TITLE TRACK,Lee Scott
2446,Studio Ground Rules,Pivot Gang
2447,NO HALO,BROCKHAMPTON
2448,Hair Down (feat. Kendrick Lamar),SiR
2449,Silent Prayer,YL
2450,Backyard,Kota the Friend
2451,I Wonder,DijahSB
2452,I BEEN BORN AGAIN,BROCKHAMPTON
2453,Control,Sam Wise
2454,You Make Me Wanna (Kill),The Last Skeptik
2455,but,Deem Spencer
2456,uzumaki,Obijuan
2457,More,Flying Lotus
2458,Song 31,Noname
2459,Sorry Not Sorry,Like
2460,shorty (pt.3),Deem Spencer
2461,All Kindsa Don't,Pan Amsterdam
2462,Never,Taizu
2463,W.Y.G.D.T.N.S. (feat. ScHoolboy Q),The Alchemist
2464,Elixir,Wiki
2465,Eedeot Bwoy,Mach-Hommy
2466,Bloodbath,MAVI
2467,Run It Up,Rago Foot
2468,BLUE,Zaia
2469,I Like That,The Last Skeptik
2470,Mozambique Drill,Mach-Hommy
2471,Willpower,MAVI
2472,Mountain Poems,MoRuf
2473,Georgia,Kevin Abstract
2474,Me No Evil,Abhi The Nomad
2475,Million Man March,Tuamie
2476,HARRIET,MAVI
2477,The Mint (feat. Navy Blue),Earl Sweatshirt
2478,GOD'S WITH ME,MIKE
2479,Joy Ride,Kevin Abstract
2480,Unemployed,Tierra Whack
2481,Sex n' Drugs,Abhi The Nomad
2482,Swimm,Black Milk
2483,Too,Caleb Giles
2484,Bad Idea (feat. Chance the Rapper),YBN Cordae
2485,Angel,Loyle Carner
2486,My Type,Saweetie
2487,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion
2488,Twerk (feat. Cardi B),City Girls
2489,Tempo (feat. Missy Elliott),Lizzo
2490,Money,Cardi B
2491,Dip (feat. Nicki Minaj),Tyga
2492,Pure Water (with Migos),Mustard
2493,Act Up,City Girls
2494,Shake That,Megan Thee Stallion
2495,Juicy,Doja Cat
2496,Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled
2497,MEGATRON,Nicki Minaj
2498,Wiggle It (feat. City Girls),French Montana
2499,Throw It Back,Missy Elliott
2500,Freaky,Tory Lanez
2501,Back That Azz Up,Juvenile
2502,Peach (feat. City Girls),Pardison Fontaine
2503,Good Form,Nicki Minaj
2504,Pose (feat. Lil Uzi Vert),Yo Gotti
2505,Shut Up And Listen (feat. Lil Duke),Karlae
2506,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG
2507,Freak Freak (feat. LightSkinKeisha & Renni),Coca Vango
2508,Wobble Up,Chris Brown
2509,Broke Leg (with Quavo & Tyga),Tory Lanez
2510,Three Point Stance (feat. City Girls & Megan Thee Stallion),Juicy J
2511,BAPS,Trina
2512,Ready Set (feat. Big Sean),Kash Doll
2513,Waterfall (feat. Tyga),Coca Vango
2514,Hot Cakes,Taylor Girlz
2515,Shake Dat Ass,Jucee Froot
2516,Cool Off,Missy Elliott
2517,"Like That (City Girls, Stefflon Don feat. Renni Rucci, Mustard)",Quality Control
2518,Throw Fits (feat. City Girls & Juvenile),London On Da Track
2519,"My Neck, My Back",Khia
2520,Bounce,Mulatto
2521,Bestie (feat. Megan Thee Stallion),Bhad Bhabie
2522,Fuck Em Up Sis,Renni Rucci
2523,Blessed (with Tyga),Shenseea
2524,Simmer (feat. Burna Boy),Mahalia
2525,Cash App (feat. Key Glock),Doe Boy
2526,Poledancer (feat. Megan Thee Stallion) - DJ Taj Jersey Club Mix,Wale
2527,B*tch From Da Souf,Mulatto
2528,Perfect (feat. City Girls),Cousin Stizz
2529,"Can't Relate (feat. YBN Nahmir, YG)",DaniLeigh
2530,Salt Shaker,Ying Yang Twins
2531,Six Flags (feat. Plies),Tokyo Jetz
2532,Throw A Fit,Tinashe
2533,DIZZY,KAS
2534,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie
2535,Cut Up,Blac Youngsta
2536,Location (feat. Burna Boy),Dave
2537,ALREADY,Beyoncé
2538,Won't Be Late (feat. Drake),Swae Lee
2539,Joanna (Drogba) - Remix,Afro B
2540,Rapture,Koffee
2541,Be Honest (feat. Burna Boy),Jorja Smith
2542,FIND YOUR WAY BACK,Beyoncé
2543,Snack (feat. Kida Kudz),Ms Banks
2544,Shine Girl (feat. Stormzy),MoStack
2545,Flashy,Maleek Berry
2546,Simmer (feat. Burna Boy),Mahalia
2547,BROWN SKIN GIRL,Blue Ivy
2548,Call Me,Walshy Fire
2549,Fashion Week (feat. AJ Tracey & MoStack),Steel Banglez
2550,On Chill (feat. Jeremih),Wale
2551,JA ARA E,Burna Boy
2552,To The Max,Nana Rogues
2553,Options,NSG
2554,"My One (feat. Tory Lanez, Kranium & Dappy)",Wiley
2555,Nyafu Riddim,Juls
2556,Gum Body (feat. Jorja Smith),Burna Boy
2557,Can't Lose,BenjiFlow
2558,Energy (Stay Far Away),Skepta
2559,Raw Dinner,Santi
2560,Champion,Patoranking
2561,Secret (feat. Jeremih & Serani),Burna Boy
2562,DON'T JEALOUS ME,Tekno
2563,Boasty (feat. Idris Elba),Wiley
2564,I Like (feat. WizKid),Kojo Funds
2565,Slow Down,Juls
2566,Ego Tripping,Nikki Giovanni
2567,GIOVANNI,Jamila Woods
2568,I've Been Life,Cody Chesnutt
2569,It's Your Thing,The Isley Brothers
2570,I'm On,Kamaiyah
2571,Pick Yourself Up,Big K.R.I.T.
2572,Institutionalized,Kendrick Lamar
2573,Blaxploitation,Noname
2574,Is It Because I'm Black,Syl Johnson
2575,Crack Rock,Frank Ocean
2576,Gwendolynn's Apprehension,Mick Jenkins
2577,Blk/ Wooomen/ chant,Sonia Sanchez
2578,SONIA,Jamila Woods
2579,Wash & Set,Leikeli47
2580,Black History Month,Saul Williams
2581,Mad,Solange
2582,BASQUIAT,Jamila Woods
2583,Treat Myself,Stevie Wonder
2584,Bandy Bandy,Zap Mama
2585,Waterfalls,Meshell Ndegeocello
2586,Smells Like Teen Spirit,Robert Glasper Experiment
2587,I Too,Langston Hughes
2588,Django Jane,Janelle Monáe
2589,Phenomenal Woman,Laura Mvula
2590,A Song For Assata,Common
2591,I Wish I Knew How It Would Feel to Be Free,Nina Simone
2592,BALDWIN,Jamila Woods
2593,Superfly,Curtis Mayfield
2594,They Say I'm Different,Betty Davis
2595,Formation,Beyoncé
2596,Mile High,James Blake
2597,Murder On My Mind,YNW Melly
2598,a lot,21 Savage
2599,MIDDLE CHILD,J. Cole
2600,DeMar DeRozan,Comethazine
2601,Crushed Up,Future
2602,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie
2603,Elimination,Jaydayoungan
2604,Look Back at It,A Boogie Wit da Hoodie
2605,Splashin,Rich The Kid
2606,Faucet Failure,Ski Mask The Slump God
2607,Envy Me,Calboy
2608,Twerk (feat. Cardi B),City Girls
2609,Thotiana,Blueface
2610,Global,Lil Baby
2611,MiAMi (feat. Gunna),Tory Lanez
2612,Wake Up (feat. Chance the Rapper),Tee Grizzley
2613,Respect My Cryppin',Blueface
2614,Nowhere2go,Earl Sweatshirt
2615,Bitches On Bitches (feat. Lil Pump),Tee Grizzley
2616,GOSHA,$NOT
2617,Ego,Jay Critch
2618,Kiccin Shit,Quando Rondo
2619,Last Memory,Takeoff
2620,151 Rum,JID
2621,Fine China,Future
2622,Zero Degrees,Matt Ox
2623,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone
2624,Better BE,Soldier Kidd
2625,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby
2626,MIA (feat. Drake),Bad Bunny
2627,Tints (feat. Kendrick Lamar),Anderson .Paak
2628,Father,Fredo Bang
2629,Lean Wit Me,Juice WRLD
2630,Sin (feat. Jaden Smith),Young Thug
2631,DR. WHOEVER,Aminé
2632,Drip Too Hard,Lil Baby
2633,New Patek,Lil Uzi Vert
2634,Come Back to Earth,Mac Miller
2635,Fuck That,Yungeen Ace
2636,Virtual (Blue Balenciagas),YNW Melly
2637,CUTTHROAT SMILE,BEXEY
2638,IDK,Kid Trunks
2639,Work Out,Chance the Rapper
2640,Ridin (feat. Landon Cube & YBN Nahmir),Yung Bans
2641,CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry
2642,Taking A Walk,Trippie Redd
2643,SICKO MODE,Travis Scott
2644,BULLETPROOF (feat. Jay 305),YG
2645,10 Freaky Girls (with 21 Savage),Metro Boomin
2646,1F,White Reaper
2647,Still No Change,DZ Deathrays
2648,White Blood,6host
2649,Right Now,Fire From The Gods
2650,Blood (feat. Andy Leo),Selfish Things
2651,Down the Line,The Shelters
2652,DIVING BELL,STARSET
2653,Tangled; Content,Luca Brasi
2654,better.,Super Whatevr
2655,Youthman,Black Futures
2656,Running in Circles,Tempting Fate
2657,Feel Real Pretty,Paper Idol
2658,Autoportrait,Demob Happy
2659,Sex Party,Left Boy
2660,My Honest Face,Inhaler
2661,Misery,Michigander
2662,.burymewhole.,Dead Poet Society
2663,IGHTF,The Hunna
2664,Bleach,Call Me Karizma
2665,Black Cadillac,Mondo Cozmo
2666,Under the Thunder,The Chevin
2667,My Little Lady,Oddnote
2668,Leave Yourself,Hundredth
2669,Why Are You So Cold?,The Haunt
2670,How Does Your Love,Declan Welsh and The Decadent West
2671,Erased,Essenger
2672,Y.G.W.Y.W. ( You Got What You Want ),ARXX
2673,100 Little Deaths,Juliet Simms
2674,Somebody Better,The Million
2675,Chemical,Thousand Below
2676,Dream Boy,Waterparks
2677,Rock Bottom,grandson
2678,Belicoso,Calva Louise
2679,Fix of You,The Treble
2680,You've Got It All,Luna Bay
2681,SWEATER,phem
2682,Behave,Press Club
2683,Waste of Time - Live at Lucy's Meat Market,Lostboycrow
2684,Mars For The Rich,King Gizzard & The Lizard Wizard
2685,High,About Monsters
2686,Like A Stone (feat. Tom Morello) - Recorded at Electric Lady Studios NYC,Dennis Lloyd
2687,Hollow,Barns Courtney
2688,Agree to Disagree,Sleeping With Sirens
2689,Take Control,The Mysterines
2690,I’m Listening,Good Doogs
2691,Live Forever,Nasty Cherry
2692,Obsession,Joywave
2693,Has It Hit You?,The Regrettes
2694,Brand New Brain,Love Fame Tragedy
2695,Be Here,Tori Forsyth
2696,Dirt,The New Pacific
2697,Kill the Chord,Gaffa Tape Sandy
2698,Old Friends,Grayscale
2699,Hope For The Underrated Youth,YUNGBLUD
2700,bangbangbang,Deal Casino
2701,Big Win,Spare Parts For Broken Hearts
2702,Bet My Brains,Starcrawler
2703,Beyond The Wave,Of Allies
2704,Sleeptalk,Dayseeker
2705,Give Me Something,The Man Who
2706,Nothing,Honey Lung
2707,Slave,Gnarlah
2708,Watching Me,Glossii
2709,Low,TheCityIsOurs
2710,Young & Dysfunctional,The Dead Love
2711,Shot Down,BRKN LOVE
2712,Falling,Betcha
2713,Full Moon Vulture,Alffa
2714,Humans,The Faim
2715,From Here Who Knows,The Chain Gang Of 1974
2716,Heavier,Slaves
2717,RIP,8 Graves
2718,Cruel Love (feat. shYbeast & FRANK ZUMMO),Kayzo
2719,Messed Up,KIITA
2720,Disappointed,Last Train
2721,One More Day Won’t Hurt,Slaves
2722,BLURRY (out of place),Crown The Empire
2723,Closer,Sea Girls
2724,House of Cards,NEW LANGUAGE
2725,Thinking About You,Press Club
2726,Little Things,Marsicans
2727,No Surrender,Rebecca Lou
2728,Eye To Eye,Tyler Bryant & the Shakedown
2729,The Rush,JJ Wilde
2730,Someday,The Parlor Mob
2731,You Look Like Death,Gender Roles
2732,Demons and Angels,Lowborn
2733,Prague,Good Lekker
2734,Sleepwalker,Locket
2735,Until I Found You,Who's Molly?
2736,Fire Alarm,Castlecomer
2737,This Broken Design,The Ninth Wave
2738,Walk Away,The Jacks
